ville,pays,lat,lon,date_extraction,heure_extraction,timestamp_utc,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Paris,FR,48.8566,2.3522,2025-07-02,05,2025-07-02T05:00:00+00:00,2,90.26,0.09,4.96,20.61,0.26,10.86,23.21,12.09
Sydney,AU,-33.8688,151.2093,2025-07-02,05,2025-07-02T05:00:00+00:00,2,71.6,0.0,0.27,63.47,0.06,0.6,0.82,0.01
Tokyo,JP,35.6762,139.6503,2025-07-02,05,2025-07-02T05:00:00+00:00,2,133.75,0.15,1.9,85.72,2.57,10.3,17.71,0.05
Antananarivo,MG,-18.8792,47.5079,2025-07-02,06,2025-07-02T06:00:00+00:00,1,71.79,0.02,0.2,53.7,0.13,0.89,1.82,0.23
Cairo,EG,30.0444,31.2357,2025-07-02,06,2025-07-02T06:00:00+00:00,3,141.54,0.8,3.32,72.79,9.77,34.13,79.75,2.09
New York,US,40.7128,-74.006,2025-07-02,06,2025-07-02T06:00:00+00:00,1,146.18,0.0,4.0,45.31,0.82,4.37,4.6,0.13
Paris,FR,48.8566,2.3522,2025-07-02,06,2025-07-02T06:00:00+00:00,2,92.1,1.16,5.34,18.9,0.28,10.91,22.8,11.31
Sydney,AU,-33.8688,151.2093,2025-07-02,06,2025-07-02T06:00:00+00:00,2,70.89,0.0,0.29,63.2,0.06,0.6,0.78,0.01
Tokyo,JP,35.6762,139.6503,2025-07-02,06,2025-07-02T06:00:00+00:00,2,131.79,0.1,1.73,87.45,2.46,10.07,17.51,0.01
Antananarivo,MG,-18.8792,47.5079,2025-07-02,07,2025-07-02T07:00:00+00:00,1,71.14,0.03,0.16,55.9,0.13,1.04,2.25,0.23
Cairo,EG,30.0444,31.2357,2025-07-02,07,2025-07-02T07:00:00+00:00,3,139.9,0.59,2.24,88.14,10.07,35.02,80.55,1.85
New York,US,40.7128,-74.006,2025-07-02,07,2025-07-02T07:00:00+00:00,1,150.51,0.0,4.53,42.01,0.94,4.5,4.68,0.1
Paris,FR,48.8566,2.3522,2025-07-02,07,2025-07-02T07:00:00+00:00,2,92.82,2.21,4.21,20.12,0.24,10.68,22.6,7.99
Sydney,AU,-33.8688,151.2093,2025-07-02,07,2025-07-02T07:00:00+00:00,2,70.46,0.0,0.31,63.34,0.06,0.6,0.75,0.01
Tokyo,JP,35.6762,139.6503,2025-07-02,07,2025-07-02T07:00:00+00:00,2,130.77,0.06,1.6,88.6,2.28,9.96,17.24,0.0
Antananarivo,MG,-18.8792,47.5079,2025-07-02,08,2025-07-02T08:00:00+00:00,1,70.05,0.02,0.12,56.96,0.14,1.2,2.63,0.24
Cairo,EG,30.0444,31.2357,2025-07-02,08,2025-07-02T08:00:00+00:00,3,136.45,0.32,1.32,104.28,9.45,35.39,79.41,1.57
New York,US,40.7128,-74.006,2025-07-02,08,2025-07-02T08:00:00+00:00,1,154.27,0.0,4.91,36.15,0.98,4.55,4.69,0.07
Paris,FR,48.8566,2.3522,2025-07-02,08,2025-07-02T08:00:00+00:00,2,93.2,2.7,3.63,21.73,0.24,10.6,21.15,6.74
Sydney,AU,-33.8688,151.2093,2025-07-02,08,2025-07-02T08:00:00+00:00,2,70.73,0.0,0.33,63.96,0.06,0.61,0.77,0.01
Tokyo,JP,35.6762,139.6503,2025-07-02,08,2025-07-02T08:00:00+00:00,2,130.51,0.03,1.72,88.36,2.15,9.92,17.09,0.0
Antananarivo,MG,-18.8792,47.5079,2025-07-02,09,2025-07-02T09:00:00+00:00,1,68.58,0.02,0.1,57.45,0.13,1.25,2.65,0.23
Cairo,EG,30.0444,31.2357,2025-07-02,09,2025-07-02T09:00:00+00:00,3,130.97,0.2,0.88,113.14,8.54,33.45,74.21,1.18
New York,US,40.7128,-74.006,2025-07-02,09,2025-07-02T09:00:00+00:00,1,157.69,0.0,5.24,30.87,0.98,4.52,4.65,0.06
Paris,FR,48.8566,2.3522,2025-07-02,09,2025-07-02T09:00:00+00:00,2,93.74,2.32,3.4,28.44,0.26,10.83,19.84,6.12
Sydney,AU,-33.8688,151.2093,2025-07-02,09,2025-07-02T09:00:00+00:00,2,70.9,0.0,0.33,63.57,0.06,0.63,0.8,0.01
Tokyo,JP,35.6762,139.6503,2025-07-02,09,2025-07-02T09:00:00+00:00,2,130.3,0.01,1.86,87.88,2.11,9.83,17.05,0.0
Antananarivo,MG,-18.8792,47.5079,2025-07-02,10,2025-07-02T10:00:00+00:00,2,66.78,0.02,0.08,60.19,0.11,1.12,2.22,0.21
Cairo,EG,30.0444,31.2357,2025-07-02,10,2025-07-02T10:00:00+00:00,3,119.01,0.1,0.45,116.95,4.47,19.68,43.23,0.6
New York,US,40.7128,-74.006,2025-07-02,10,2025-07-02T10:00:00+00:00,1,160.73,0.0,5.68,25.99,0.98,4.52,4.64,0.06
Paris,FR,48.8566,2.3522,2025-07-02,10,2025-07-02T10:00:00+00:00,2,94.5,0.44,1.59,69.78,0.49,11.51,23.08,5.56
Sydney,AU,-33.8688,151.2093,2025-07-02,10,2025-07-02T10:00:00+00:00,2,70.96,0.0,0.33,62.54,0.06,0.66,0.86,0.01
Tokyo,JP,35.6762,139.6503,2025-07-02,10,2025-07-02T10:00:00+00:00,2,129.85,0.0,1.9,86.81,2.18,9.62,16.91,0.0
Antananarivo,MG,-18.8792,47.5079,2025-07-02,11,2025-07-02T11:00:00+00:00,2,66.07,0.02,0.08,60.58,0.1,1.05,1.9,0.2
Cairo,EG,30.0444,31.2357,2025-07-02,11,2025-07-02T11:00:00+00:00,3,112.13,0.07,0.32,116.91,2.53,12.88,28.99,0.52
New York,US,40.7128,-74.006,2025-07-02,11,2025-07-02T11:00:00+00:00,1,166.6,0.06,6.64,21.45,0.99,4.57,4.72,0.07
Paris,FR,48.8566,2.3522,2025-07-02,11,2025-07-02T11:00:00+00:00,2,93.8,0.18,0.89,83.27,0.51,11.98,23.27,4.93
Sydney,AU,-33.8688,151.2093,2025-07-02,11,2025-07-02T11:00:00+00:00,2,70.67,0.0,0.31,61.32,0.06,0.71,0.92,0.01
Tokyo,JP,35.6762,139.6503,2025-07-02,11,2025-07-02T11:00:00+00:00,2,128.91,0.0,2.04,84.08,2.35,9.01,16.34,0.0
Antananarivo,MG,-18.8792,47.5079,2025-07-02,12,2025-07-02T12:00:00+00:00,1,65.75,0.02,0.08,59.53,0.1,1.02,1.7,0.2
Cairo,EG,30.0444,31.2357,2025-07-02,12,2025-07-02T12:00:00+00:00,3,108.87,0.07,0.3,116.43,1.87,10.79,25.1,0.49
New York,US,40.7128,-74.006,2025-07-02,12,2025-07-02T12:00:00+00:00,1,177.28,0.49,8.09,17.84,1.01,4.66,4.84,0.11
Paris,FR,48.8566,2.3522,2025-07-02,12,2025-07-02T12:00:00+00:00,2,93.86,0.14,0.72,88.81,0.51,12.24,22.36,4.53
Sydney,AU,-33.8688,151.2093,2025-07-02,12,2025-07-02T12:00:00+00:00,2,70.39,0.0,0.29,60.95,0.07,0.74,0.99,0.01
Tokyo,JP,35.6762,139.6503,2025-07-02,12,2025-07-02T12:00:00+00:00,2,127.91,0.0,2.14,81.45,2.48,8.44,15.67,0.02
Antananarivo,MG,-18.8792,47.5079,2025-07-02,13,2025-07-02T13:00:00+00:00,1,67.02,0.02,0.12,58.05,0.11,1.04,1.65,0.22
Cairo,EG,30.0444,31.2357,2025-07-02,13,2025-07-02T13:00:00+00:00,3,108.54,0.07,0.32,117.38,1.45,9.57,22.98,0.51
New York,US,40.7128,-74.006,2025-07-02,13,2025-07-02T13:00:00+00:00,1,188.27,1.32,8.72,15.56,1.0,4.71,4.91,0.13
Paris,FR,48.8566,2.3522,2025-07-02,13,2025-07-02T13:00:00+00:00,2,92.17,0.09,0.53,90.53,0.44,10.88,21.98,3.53
Sydney,AU,-33.8688,151.2093,2025-07-02,13,2025-07-02T13:00:00+00:00,2,69.82,0.0,0.27,60.82,0.07,0.84,1.11,0.01
Tokyo,JP,35.6762,139.6503,2025-07-02,13,2025-07-02T13:00:00+00:00,2,126.85,0.0,2.24,78.63,2.6,7.59,13.61,0.03
Antananarivo,MG,-18.8792,47.5079,2025-07-02,14,2025-07-02T14:00:00+00:00,1,70.14,0.01,0.19,55.79,0.12,1.11,1.74,0.27
Cairo,EG,30.0444,31.2357,2025-07-02,14,2025-07-02T14:00:00+00:00,3,107.84,0.07,0.36,116.3,1.2,8.78,21.74,0.57
New York,US,40.7128,-74.006,2025-07-02,14,2025-07-02T14:00:00+00:00,1,196.2,2.16,8.34,14.2,1.01,4.73,4.97,0.13
Paris,FR,48.8566,2.3522,2025-07-02,14,2025-07-02T14:00:00+00:00,2,91.54,0.06,0.48,90.01,0.41,9.46,19.02,2.83
Sydney,AU,-33.8688,151.2093,2025-07-02,14,2025-07-02T14:00:00+00:00,2,69.61,0.0,0.25,61.3,0.07,0.96,1.28,0.01
Tokyo,JP,35.6762,139.6503,2025-07-02,14,2025-07-02T14:00:00+00:00,2,126.68,0.0,2.38,76.39,2.72,6.71,11.33,0.03
Antananarivo,MG,-18.8792,47.5079,2025-07-02,15,2025-07-02T15:00:00+00:00,1,72.99,0.0,0.28,54.12,0.13,1.17,1.84,0.28
Cairo,EG,30.0444,31.2357,2025-07-02,15,2025-07-02T15:00:00+00:00,3,107.64,0.06,0.47,114.78,1.09,8.47,21.46,0.66
New York,US,40.7128,-74.006,2025-07-02,15,2025-07-02T15:00:00+00:00,1,203.05,2.7,8.08,14.81,1.14,4.87,5.14,0.13
Paris,FR,48.8566,2.3522,2025-07-02,15,2025-07-02T15:00:00+00:00,2,93.14,0.04,0.58,90.21,0.44,8.25,14.55,2.37
Sydney,AU,-33.8688,151.2093,2025-07-02,15,2025-07-02T15:00:00+00:00,2,69.4,0.0,0.23,61.87,0.07,1.02,1.36,0.01
Tokyo,JP,35.6762,139.6503,2025-07-02,15,2025-07-02T15:00:00+00:00,2,126.54,0.0,2.51,75.07,2.92,6.11,9.8,0.02
Antananarivo,MG,-18.8792,47.5079,2025-07-02,16,2025-07-02T16:00:00+00:00,1,74.51,0.0,0.32,52.44,0.13,1.27,1.97,0.29
Cairo,EG,30.0444,31.2357,2025-07-02,16,2025-07-02T16:00:00+00:00,3,110.43,0.08,1.12,112.64,1.31,8.94,23.42,1.28
New York,US,40.7128,-74.006,2025-07-02,16,2025-07-02T16:00:00+00:00,1,204.78,2.11,8.95,19.35,1.41,5.29,5.59,0.12
Paris,FR,48.8566,2.3522,2025-07-02,16,2025-07-02T16:00:00+00:00,2,92.65,0.04,0.76,85.86,0.45,6.77,10.79,2.04
Sydney,AU,-33.8688,151.2093,2025-07-02,16,2025-07-02T16:00:00+00:00,2,69.2,0.0,0.22,62.75,0.07,1.03,1.43,0.01
Tokyo,JP,35.6762,139.6503,2025-07-02,16,2025-07-02T16:00:00+00:00,2,125.13,0.0,2.19,75.1,2.99,5.63,8.65,0.0
Antananarivo,MG,-18.8792,47.5079,2025-07-02,17,2025-07-02T17:00:00+00:00,1,75.88,0.0,0.33,52.38,0.14,1.36,2.08,0.28
Cairo,EG,30.0444,31.2357,2025-07-02,17,2025-07-02T17:00:00+00:00,3,114.73,0.02,2.16,108.54,1.79,9.86,26.27,2.14
New York,US,40.7128,-74.006,2025-07-02,17,2025-07-02T17:00:00+00:00,1,204.42,1.38,9.58,24.12,1.49,5.61,5.92,0.11
Paris,FR,48.8566,2.3522,2025-07-02,17,2025-07-02T17:00:00+00:00,2,93.73,0.06,0.96,81.69,0.47,5.43,8.1,1.99
Sydney,AU,-33.8688,151.2093,2025-07-02,17,2025-07-02T17:00:00+00:00,2,69.32,0.0,0.22,63.95,0.07,0.93,1.36,0.01
Tokyo,JP,35.6762,139.6503,2025-07-02,17,2025-07-02T17:00:00+00:00,2,124.75,0.0,2.32,73.61,3.22,5.41,8.15,0.02
Antananarivo,MG,-18.8792,47.5079,2025-07-02,18,2025-07-02T18:00:00+00:00,1,76.06,0.0,0.31,53.18,0.13,1.37,2.07,0.26
Cairo,EG,30.0444,31.2357,2025-07-02,18,2025-07-02T18:00:00+00:00,3,118.53,0.0,2.76,104.65,2.25,10.86,28.86,2.76
New York,US,40.7128,-74.006,2025-07-02,18,2025-07-02T18:00:00+00:00,1,202.81,0.82,9.92,29.84,1.49,5.78,6.08,0.1
Paris,FR,48.8566,2.3522,2025-07-02,18,2025-07-02T18:00:00+00:00,2,94.64,0.06,1.12,77.82,0.45,4.01,5.61,1.91
Sydney,AU,-33.8688,151.2093,2025-07-02,18,2025-07-02T18:00:00+00:00,2,69.67,0.0,0.22,65.15,0.07,0.73,1.12,0.01
Tokyo,JP,35.6762,139.6503,2025-07-02,18,2025-07-02T18:00:00+00:00,2,124.22,0.0,2.46,72.1,3.49,5.22,7.73,0.05
Antananarivo,MG,-18.8792,47.5079,2025-07-02,19,2025-07-02T19:00:00+00:00,1,76.32,0.0,0.31,53.49,0.13,1.31,1.99,0.25
Cairo,EG,30.0444,31.2357,2025-07-02,19,2025-07-02T19:00:00+00:00,3,120.72,0.0,3.13,101.73,2.73,11.86,31.27,3.21
New York,US,40.7128,-74.006,2025-07-02,19,2025-07-02T19:00:00+00:00,1,185.7,0.19,9.36,47.14,1.32,6.27,6.49,0.06
Paris,FR,48.8566,2.3522,2025-07-02,19,2025-07-02T19:00:00+00:00,2,96.88,0.03,1.29,75.29,0.44,2.83,3.73,1.87
Sydney,AU,-33.8688,151.2093,2025-07-02,19,2025-07-02T19:00:00+00:00,2,69.98,0.0,0.21,66.51,0.07,0.59,0.9,0.02
Tokyo,JP,35.6762,139.6503,2025-07-02,19,2025-07-02T19:00:00+00:00,2,124.22,0.0,2.55,71.03,3.89,5.18,7.58,0.09
Antananarivo,MG,-18.8792,47.5079,2025-07-02,20,2025-07-02T20:00:00+00:00,1,77.21,0.0,0.31,53.37,0.12,1.26,1.9,0.23
Cairo,EG,30.0444,31.2357,2025-07-02,20,2025-07-02T20:00:00+00:00,3,122.06,0.0,3.2,100.45,3.45,12.78,33.49,3.36
New York,US,40.7128,-74.006,2025-07-02,20,2025-07-02T20:00:00+00:00,1,175.56,0.12,8.37,53.35,1.21,6.23,6.42,0.07
Paris,FR,48.8566,2.3522,2025-07-02,20,2025-07-02T20:00:00+00:00,2,101.11,0.0,1.43,74.7,0.45,1.96,2.47,1.92
Sydney,AU,-33.8688,151.2093,2025-07-02,20,2025-07-02T20:00:00+00:00,2,70.61,0.0,0.23,67.25,0.07,0.56,0.82,0.02
Tokyo,JP,35.6762,139.6503,2025-07-02,20,2025-07-02T20:00:00+00:00,2,124.22,0.0,2.79,69.8,4.43,5.27,7.68,0.11
Antananarivo,MG,-18.8792,47.5079,2025-07-02,21,2025-07-02T21:00:00+00:00,1,75.08,0.0,0.27,53.4,0.1,1.14,1.68,0.18
Cairo,EG,30.0444,31.2357,2025-07-02,21,2025-07-02T21:00:00+00:00,2,120.57,0.0,3.07,98.72,4.79,13.28,35.16,3.2
New York,US,40.7128,-74.006,2025-07-02,21,2025-07-02T21:00:00+00:00,1,172.32,0.08,8.38,55.39,1.19,6.11,6.29,0.11
Paris,FR,48.8566,2.3522,2025-07-02,21,2025-07-02T21:00:00+00:00,2,106.18,0.0,1.48,75.63,0.47,1.61,1.95,2.01
Sydney,AU,-33.8688,151.2093,2025-07-02,21,2025-07-02T21:00:00+00:00,2,71.25,0.0,0.29,67.37,0.08,0.55,0.82,0.03
Tokyo,JP,35.6762,139.6503,2025-07-02,21,2025-07-02T21:00:00+00:00,2,124.24,0.06,3.07,68.78,5.01,5.41,7.85,0.09
Antananarivo,MG,-18.8792,47.5079,2025-07-02,22,2025-07-02T22:00:00+00:00,1,72.28,0.0,0.23,53.56,0.08,1.04,1.5,0.14
Cairo,EG,30.0444,31.2357,2025-07-02,22,2025-07-02T22:00:00+00:00,2,116.15,0.0,2.91,93.8,6.58,13.02,35.91,2.89
New York,US,40.7128,-74.006,2025-07-02,22,2025-07-02T22:00:00+00:00,1,175.38,0.07,9.07,53.22,1.2,6.08,6.26,0.17
Paris,FR,48.8566,2.3522,2025-07-02,22,2025-07-02T22:00:00+00:00,2,108.87,0.0,1.46,75.88,0.52,1.8,2.16,2.08
Sydney,AU,-33.8688,151.2093,2025-07-02,22,2025-07-02T22:00:00+00:00,2,71.75,0.0,0.38,67.01,0.09,0.55,0.91,0.04
Tokyo,JP,35.6762,139.6503,2025-07-02,22,2025-07-02T22:00:00+00:00,2,124.19,0.31,3.01,69.02,5.6,5.59,8.09,0.03
Antananarivo,MG,-18.8792,47.5079,2025-07-02,23,2025-07-02T23:00:00+00:00,1,70.06,0.0,0.2,53.87,0.07,0.96,1.36,0.13
Cairo,EG,30.0444,31.2357,2025-07-02,23,2025-07-02T23:00:00+00:00,2,114.47,0.0,3.17,88.13,7.99,12.79,36.9,3.15
New York,US,40.7128,-74.006,2025-07-02,23,2025-07-02T23:00:00+00:00,1,180.15,0.03,9.63,48.97,1.21,6.1,6.31,0.21
Paris,FR,48.8566,2.3522,2025-07-02,23,2025-07-02T23:00:00+00:00,2,112.37,0.0,1.42,77.15,0.61,2.43,2.9,2.23
Sydney,AU,-33.8688,151.2093,2025-07-02,23,2025-07-02T23:00:00+00:00,2,71.75,0.02,0.39,66.65,0.1,0.56,1.02,0.06
Tokyo,JP,35.6762,139.6503,2025-07-02,23,2025-07-02T23:00:00+00:00,2,124.81,0.48,2.86,70.77,6.05,5.88,8.54,0.03
Antananarivo,MG,-18.8792,47.5079,2025-07-03,00,2025-07-03T00:00:00+00:00,1,68.27,0.0,0.17,54.16,0.07,0.87,1.23,0.12
Cairo,EG,30.0444,31.2357,2025-07-03,00,2025-07-03T00:00:00+00:00,2,114.07,0.0,3.43,83.08,8.89,12.69,38.21,3.57
New York,US,40.7128,-74.006,2025-07-03,00,2025-07-03T00:00:00+00:00,1,182.11,0.01,9.4,47.75,1.2,6.16,6.39,0.24
Paris,FR,48.8566,2.3522,2025-07-03,00,2025-07-03T00:00:00+00:00,2,115.26,0.0,1.4,77.73,0.73,3.21,3.85,2.42
Sydney,AU,-33.8688,151.2093,2025-07-03,00,2025-07-03T00:00:00+00:00,2,71.53,0.05,0.34,66.76,0.1,0.57,1.07,0.07
Tokyo,JP,35.6762,139.6503,2025-07-03,00,2025-07-03T00:00:00+00:00,2,125.05,0.47,2.45,75.37,6.3,6.21,9.15,0.03
Antananarivo,MG,-18.8792,47.5079,2025-07-03,01,2025-07-03T01:00:00+00:00,1,66.96,0.0,0.16,54.77,0.06,0.78,1.15,0.12
Cairo,EG,30.0444,31.2357,2025-07-03,01,2025-07-03T01:00:00+00:00,2,112.6,0.0,3.59,77.3,8.94,12.58,39.19,4.0
New York,US,40.7128,-74.006,2025-07-03,01,2025-07-03T01:00:00+00:00,1,181.21,0.0,8.59,47.08,1.1,6.26,6.54,0.24
Paris,FR,48.8566,2.3522,2025-07-03,01,2025-07-03T01:00:00+00:00,2,116.93,0.0,1.48,76.46,0.86,3.89,4.71,2.63
Sydney,AU,-33.8688,151.2093,2025-07-03,01,2025-07-03T01:00:00+00:00,2,71.47,0.05,0.27,68.1,0.09,0.57,1.01,0.06
Tokyo,JP,35.6762,139.6503,2025-07-03,01,2025-07-03T01:00:00+00:00,2,124.98,0.34,1.85,81.09,6.14,6.51,9.74,0.02
Antananarivo,MG,-18.8792,47.5079,2025-07-03,02,2025-07-03T02:00:00+00:00,1,67.08,0.0,0.16,54.15,0.07,0.78,1.2,0.13
Cairo,EG,30.0444,31.2357,2025-07-03,02,2025-07-03T02:00:00+00:00,2,112.91,0.0,3.76,73.03,8.27,12.73,40.6,4.52
New York,US,40.7128,-74.006,2025-07-03,02,2025-07-03T02:00:00+00:00,1,181.53,0.0,7.97,44.91,1.02,6.48,6.85,0.25
Paris,FR,48.8566,2.3522,2025-07-03,02,2025-07-03T02:00:00+00:00,2,119.55,0.0,1.66,74.18,0.96,4.45,5.48,2.85
Sydney,AU,-33.8688,151.2093,2025-07-03,02,2025-07-03T02:00:00+00:00,2,70.93,0.04,0.23,68.4,0.08,0.58,0.96,0.06
Tokyo,JP,35.6762,139.6503,2025-07-03,02,2025-07-03T02:00:00+00:00,2,124.04,0.24,1.44,85.47,5.76,6.72,10.13,0.02
Antananarivo,MG,-18.8792,47.5079,2025-07-03,03,2025-07-03T03:00:00+00:00,1,67.97,0.0,0.17,53.54,0.07,0.84,1.38,0.15
Cairo,EG,30.0444,31.2357,2025-07-03,03,2025-07-03T03:00:00+00:00,2,113.74,0.0,3.93,69.41,7.34,13.1,42.46,4.98
New York,US,40.7128,-74.006,2025-07-03,03,2025-07-03T03:00:00+00:00,1,183.63,0.0,7.76,41.6,0.99,6.82,7.31,0.27
Paris,FR,48.8566,2.3522,2025-07-03,03,2025-07-03T03:00:00+00:00,2,121.9,0.0,1.97,70.7,1.04,4.9,6.13,2.79
Sydney,AU,-33.8688,151.2093,2025-07-03,03,2025-07-03T03:00:00+00:00,2,70.59,0.03,0.21,68.16,0.08,0.56,0.87,0.05
Tokyo,JP,35.6762,139.6503,2025-07-03,03,2025-07-03T03:00:00+00:00,2,122.28,0.18,1.21,88.06,5.48,6.68,10.19,0.03
Antananarivo,MG,-18.8792,47.5079,2025-07-03,04,2025-07-03T04:00:00+00:00,1,71.32,0.0,0.23,53.0,0.1,1.05,1.81,0.22
Cairo,EG,30.0444,31.2357,2025-07-03,04,2025-07-03T04:00:00+00:00,2,113.75,0.05,4.22,65.82,6.72,13.5,44.43,5.39
New York,US,40.7128,-74.006,2025-07-03,04,2025-07-03T04:00:00+00:00,1,184.57,0.0,7.47,38.14,1.0,7.21,7.85,0.32
Paris,FR,48.8566,2.3522,2025-07-03,04,2025-07-03T04:00:00+00:00,2,122.35,0.0,2.44,64.41,1.08,5.2,6.6,2.54
Sydney,AU,-33.8688,151.2093,2025-07-03,04,2025-07-03T04:00:00+00:00,2,70.8,0.02,0.2,68.11,0.07,0.54,0.82,0.05
Tokyo,JP,35.6762,139.6503,2025-07-03,04,2025-07-03T04:00:00+00:00,2,121.6,0.16,1.08,89.43,5.15,6.41,9.98,0.03
Antananarivo,MG,-18.8792,47.5079,2025-07-03,05,2025-07-03T05:00:00+00:00,1,74.78,0.02,0.28,53.07,0.13,1.25,2.23,0.3
Cairo,EG,30.0444,31.2357,2025-07-03,05,2025-07-03T05:00:00+00:00,2,115.02,0.52,4.07,65.43,7.02,14.12,47.54,5.63
New York,US,40.7128,-74.006,2025-07-03,05,2025-07-03T05:00:00+00:00,1,185.77,0.0,7.18,34.8,1.1,7.78,8.59,0.36
Paris,FR,48.8566,2.3522,2025-07-03,05,2025-07-03T05:00:00+00:00,1,124.69,0.02,3.45,57.5,1.12,5.56,7.11,2.38
Sydney,AU,-33.8688,151.2093,2025-07-03,05,2025-07-03T05:00:00+00:00,2,71.13,0.02,0.22,67.63,0.08,0.53,0.78,0.05
Tokyo,JP,35.6762,139.6503,2025-07-03,05,2025-07-03T05:00:00+00:00,2,120.99,0.15,1.06,89.78,4.8,6.1,9.78,0.03
Antananarivo,MG,-18.8792,47.5079,2025-07-03,06,2025-07-03T06:00:00+00:00,1,76.23,0.04,0.25,53.84,0.15,1.33,2.42,0.35
Cairo,EG,30.0444,31.2357,2025-07-03,06,2025-07-03T06:00:00+00:00,3,116.81,0.87,3.31,71.29,7.86,15.15,51.59,5.26
New York,US,40.7128,-74.006,2025-07-03,06,2025-07-03T06:00:00+00:00,1,187.15,0.0,7.17,31.2,1.32,8.53,9.51,0.37
Paris,FR,48.8566,2.3522,2025-07-03,06,2025-07-03T06:00:00+00:00,1,127.94,0.37,4.52,51.21,1.15,5.83,7.48,2.28
Sydney,AU,-33.8688,151.2093,2025-07-03,06,2025-07-03T06:00:00+00:00,2,71.47,0.01,0.27,67.06,0.08,0.53,0.76,0.06
Tokyo,JP,35.6762,139.6503,2025-07-03,06,2025-07-03T06:00:00+00:00,2,120.39,0.14,1.09,89.55,4.65,5.73,9.57,0.02
Antananarivo,MG,-18.8792,47.5079,2025-07-03,07,2025-07-03T07:00:00+00:00,1,75.86,0.04,0.18,55.52,0.16,1.37,2.49,0.38
Cairo,EG,30.0444,31.2357,2025-07-03,07,2025-07-03T07:00:00+00:00,3,116.62,0.47,1.79,90.39,9.46,17.32,56.82,3.47
New York,US,40.7128,-74.006,2025-07-03,07,2025-07-03T07:00:00+00:00,1,187.46,0.0,7.43,28.2,1.65,9.36,10.47,0.32
Paris,FR,48.8566,2.3522,2025-07-03,07,2025-07-03T07:00:00+00:00,1,131.84,1.13,4.69,48.88,1.19,5.99,7.62,2.29
Sydney,AU,-33.8688,151.2093,2025-07-03,07,2025-07-03T07:00:00+00:00,2,72.14,0.0,0.35,66.25,0.08,0.53,0.74,0.07
Tokyo,JP,35.6762,139.6503,2025-07-03,07,2025-07-03T07:00:00+00:00,2,120.24,0.13,1.1,88.14,4.59,5.26,9.3,0.01
Antananarivo,MG,-18.8792,47.5079,2025-07-03,08,2025-07-03T08:00:00+00:00,1,74.88,0.04,0.13,55.62,0.16,1.47,2.62,0.38
Cairo,EG,30.0444,31.2357,2025-07-03,08,2025-07-03T08:00:00+00:00,3,114.99,0.25,1.01,104.1,8.47,18.93,58.5,2.67
New York,US,40.7128,-74.006,2025-07-03,08,2025-07-03T08:00:00+00:00,2,187.08,0.0,7.66,26.11,1.9,10.0,11.19,0.23
Paris,FR,48.8566,2.3522,2025-07-03,08,2025-07-03T08:00:00+00:00,1,134.37,1.52,4.38,52.32,1.19,6.06,7.58,2.4
Sydney,AU,-33.8688,151.2093,2025-07-03,08,2025-07-03T08:00:00+00:00,2,73.24,0.0,0.45,65.35,0.09,0.53,0.73,0.09
Tokyo,JP,35.6762,139.6503,2025-07-03,08,2025-07-03T08:00:00+00:00,2,120.71,0.11,1.33,86.28,4.61,4.84,9.01,0.02
Antananarivo,MG,-18.8792,47.5079,2025-07-03,09,2025-07-03T09:00:00+00:00,1,72.59,0.03,0.09,55.07,0.16,1.44,2.54,0.34
Cairo,EG,30.0444,31.2357,2025-07-03,09,2025-07-03T09:00:00+00:00,3,112.85,0.17,0.7,111.27,6.92,19.61,58.78,2.14
New York,US,40.7128,-74.006,2025-07-03,09,2025-07-03T09:00:00+00:00,2,186.33,0.0,7.87,24.96,2.07,10.35,11.57,0.16
Paris,FR,48.8566,2.3522,2025-07-03,09,2025-07-03T09:00:00+00:00,2,135.61,1.25,3.6,63.06,1.14,6.5,7.86,2.41
Sydney,AU,-33.8688,151.2093,2025-07-03,09,2025-07-03T09:00:00+00:00,2,74.17,0.0,0.54,64.28,0.11,0.52,0.71,0.11
Tokyo,JP,35.6762,139.6503,2025-07-03,09,2025-07-03T09:00:00+00:00,2,121.24,0.06,1.67,83.99,4.59,4.47,8.68,0.03
Antananarivo,MG,-18.8792,47.5079,2025-07-03,10,2025-07-03T10:00:00+00:00,1,68.8,0.02,0.07,56.61,0.12,1.22,2.15,0.28
Cairo,EG,30.0444,31.2357,2025-07-03,10,2025-07-03T10:00:00+00:00,3,110.26,0.12,0.51,113.15,4.99,18.0,52.05,1.68
New York,US,40.7128,-74.006,2025-07-03,10,2025-07-03T10:00:00+00:00,2,185.65,0.0,8.19,23.76,2.2,10.31,11.57,0.15
Paris,FR,48.8566,2.3522,2025-07-03,10,2025-07-03T10:00:00+00:00,2,132.38,0.55,2.01,81.95,0.91,6.6,7.64,2.06
Sydney,AU,-33.8688,151.2093,2025-07-03,10,2025-07-03T10:00:00+00:00,2,74.3,0.0,0.6,62.91,0.11,0.51,0.68,0.13
Tokyo,JP,35.6762,139.6503,2025-07-03,10,2025-07-03T10:00:00+00:00,2,121.56,0.01,1.89,81.01,4.67,4.18,8.39,0.04
Antananarivo,MG,-18.8792,47.5079,2025-07-03,11,2025-07-03T11:00:00+00:00,1,67.24,0.02,0.08,56.5,0.11,1.09,1.89,0.26
